Place  Score  Term
1      707      Coolio
2      333      Ana de Armas
3      270      Hilaree Nelson
4      231      Paramore
5      192      Dan Jewett
6      191      Aaron Judge
7      162      Lizzo
8      160      National Coffee Day 2022
9      159      Duke Energy
10     158      Sanibel
11     152      Katie Couric
12     150      FPL
13     149      Marco Island
14     148      Oakland school shooting
15     147      McDonald's Happy Meal-s for adults
16     146      Heartland
17     145      Tornado
18     144      Key West
19     143      Overwatch 2
20     142      Taylor Hawkins tribute concert
21     141      REET Result 2022
22     140      Naane Varuven
23     139      Jasprit Bumrah
24     138      ICC
25     136      Ind Legends vs Aus Legends 2022
26     135      Ekta Kapoor
27     134      Naane Varuven reviews
28     133      Indian cricket team
29     132      Match
30     131      Deepika Padukone news
31     130      Vikram Vedha Review
32     129      Attorney General of India
33     128      Florida
34     127      Stress fracture
35     126      Tap
36     125      Armenia
37     124      Cricket
38     123      Sports
39     123      Pickleball
40     122      Suryakumar Yadav
41     120      Taylor York
42     119      Shopee new endorser
43     118      Alex Eala
44     117      Suga
45     117      Deadpool 3
46     115      Smile movie
47     114      This Is Why Paramore
48     113      Narzo 50i Prime
49     112      Kryz Uy
50     111      Edible
51     110      FIBA Women's World Cup
52     109      Lupus
53     108      Park Min Young
54     107      IVF
55     105      Hurricane
56     104      Hugh Jackman
57     103      Ginebra vs Rain or Shine
58     102      OpenAI
59     100      Ramires
60     99       NBA YoungBoy
61     98       Carter Efe
62     97       Laolu Martins
63     97       Bank of England
64     96       Nigeria
65     95       Chelsea vs West Ham
66     94       Big Brother Naija 2022 housemates
67     93       Ajax vs Arsenal
68     92       Chop Boii
69     91       Kiki Mordi
70     90       Nico Williams
71     89       South Africa vs India
72     88       John Obi Mikel
73     87       Algeria vs Nigeria
74     86       Brazil vs Tunisia
75     85       Argentina vs Jamaica
76     84       ASUU strike update today
77     83       Mikel Obi
78     82       Dante Bowe
79     80       Arctic Monkeys
80     79       National Trust
81     78       Bruce Springsteen
82     77       Shania Twain
83     76       Gwyneth Paltrow
84     75       DWP payments cost of living payment
85     73       Hayley Williams
86     71       Pakistan vs England
87     69       Ferne McCann
88     68       Toys R Us
89     66       Heathrow Airport
90     65       Edenfield Centre
91     64       IMF
92     63       This England
93     60       Porsche-Aktie
94     59       Rezession
95     58       Gaspreisbremse
96     57       Annexion
97     56       Inflation
98     55       Die Kaiserin
99     54       Melanie Müller Hitlergruß
100    53       Hurricane Florida
101    52       Mark Forster
102    51       Wohngeld
103    50       Ben Zucker
104    49       Tim Cook
105    48       Tausend Zeilen
106    46       Im Westen nichts Neues
107    45       Lyman
108    44       Ilka Bessin
109    43       Heute
110    42       News Russland Ukrainekrieg
111    41       Edmonton Oilers
112    39       Emma Chamberlain
113    38       Maple Leafs
114    37       Luke Macfarlane
115    36       Snoop Dogg
116    35       Orlando
117    34       Frankie Lasagna
118    33       Diane Juster
119    32       National Coffee Day
120    31       Paramore Hayley Williams
121    28       Florida Hurricane
122    26       Luc Lavoie
123    25       Leafs
124    24       Jean Boulet
125    23       Apotex Barry Sherman
126    20       Brad Scott
127    19       Fire perth
128    18       Steve Lacy
129    16       Billie Eilish Perth
130    15       Jordan De Goey
131    13       Jordan Peterson
132    12       Firerose
133    10       What is the Optus data breach
134    9        Spilt Milk
135    8        Jimmy Barnes
136    6        Robert Irwin
137    5        Garang Kuol
138    4        Patrick Dangerfield
139    2        FIBA World Cup 2022
