Place  Score  Term
1      682      NBA
2      442      Champions League
3      421      Australia vs Netherlands
4      378      Richard Roundtree
5      281      FC Barcelona
6      252      Dwight Howard
7      238      Putin
8      229      Warriors vs Suns
9      225      Sevilla vs Arsenal
10     211      Real Madrid
11     211      Nuggets vs Lakers
12     197      Acapulco
13     194      Barcelona
14     194      Olivia Rodrigo
15     191      Boston Bruins
16     185      Bruins
17     178      Lakers
18     172      Tom Emmer
19     162      Glenn Maxwell
20     153      Marvin Jones
21     152      Jonathan Majors
22     152      Al Nassr
23     151      Bad Bunny Tickets
24     150      Meta
25     149      Chris Russo
26     148      Viet Thanh Nguyen
27     144      Warriors
28     140      Europa League
29     139      Fastest century in ODI
30     137      Leo box office collection worldwide day 6
31     135      Nilesh Rane
32     133      England vs Sri Lanka
33     132      Blue Jet Healthcare IPO GMP
34     132      PSG
35     131      Aspirants
36     130      Bill Ackman
37     129      Vinayakan
38     128      Leo Box Office Collection worldwide day
39     125      BAN vs SA
40     122      Happy Vijayadashami
41     121      Bulusan Volcano
42     120      MPL
43     118      LeBron James
44     116      Sports
45     114      NBA Today
46     113      Comelec
47     112      Miss Grand International
48     108      Qatar Airways CEO Akbar Al Baker
49     107      Cathay Pacific
50     106      The Exorcist: Believer
51     105      Atsushi Sakurai
52     104      ESPN
53     103      NBA Results
54     102      Terrence Romeo
55     100      Isaac Oyedepo
56     98       Newcastle vs Dortmund prediction
57     97       Celtic vs Atletico Madrid
58     96       Naira Marley
59     95       Newcastle
60     91       Championship
61     89       Feyenoord
62     88       Super Falcons
63     86       LiveScore
64     85       Braga vs Real Madrid
65     85       Arsenal
66     84       Galatasaray vs Bayern
67     83       Union Berlin vs Napoli
68     82       Inter Milan
69     81       Dave Courtney
70     79       Britney Spears book
71     77       Arnold Schwarzenegger
72     76       Five Nights at Freddy's movie
73     75       Five Nights at Freddy's
74     74       Wrexham
75     73       Huddersfield Town
76     72       McDonalds unhappy meal
77     71       Reading FC
78     70       Man Utd
79     69       Bill Kenwright
80     67       Bayern Munich
81     65       South Africa vs Bangladesh
82     63       Leicester City
83     62       Massive Attack
84     60       RB Leipzig
85     58       Newcastle United
86     57       Lutz Riemann
87     56       Guterres
88     55       Peter Hahn Insolvenzverfahren
89     54       In aller Freundschaft
90     53       Oliver Pocher
91     52       Helgoland
92     51       Cities: Skylines 2
93     49       Biontech
94     47       Galatasaray
95     46       Bayern Galatasaray
96     45       Bombendrohungen Schulen
97     44       Bombendrohung
98     43       Rockstar Games
99     42       Sahra Wagenknecht
100    40       Calgary Flames
101    38       Taux directeur
102    37       Travis Dermott
103    33       Devery Jacobs Reservation Dogs
104    32       Panera Bread Charged Lemonade lawsuit
105    30       New Jersey Devils
106    29       Frozen Frenzy NHL
107    26       Canadiens
108    24       Sault Ste. Marie
109    22       Maple Leafs vs Capitals
110    20       Kate And Leopold
111    14       Geelong Cup
112    13       Inflation rate Australia
113    11       Frances Bean Cobain
114    8        Vegemite
115    5        Radar
116    4        AFC Champions League
117    3        Russell Northe
118    2        Inflation
