Place  Score  Term
1      331      OpenAI
2      304      Bharatiya Janata Party
3      275      Venom: The Last Dance
4      270      Samajwadi Party
5      241      Djokovic
6      235      AI
7      235      Claudia Sheinbaum
8      211      Afghanistan vs Uganda
9      188      India election results
10     183      Berkshire Hathaway stock
11     180      Tucupita Marcano
12     177      Fauci
13     177      Rahul Gandhi
14     166      England football
15     161      Cyndi Lauper
16     160      Warren Buffett
17     158      Calculator
18     158      England vs Bosnia and Herzegovina
19     156      Real Madrid
20     154      Fidelity
21     153      Justin Jefferson
22     150      Simone Biles
23     149      Dow Jones
24     148      Epic
25     147      Larry Allen cause of death
26     147      Mbappe
27     146      United Airlines passengers sick
28     144      Hunter Biden
29     144      Kylian Mbappé
30     143      IRS
31     142      Dow Jones today
32     140      NEET Result 2024
33     139      Andhra Pradesh Election
34     138      Aam Aadmi Party
35     137      Results.eci.gov.in 2024
36     136      Varanasi Election Result
37     135      AP Elections 2024
38     134      Ayodhya Lok Sabha
39     133      Tamilnadu Election 2024
40     132      Maharashtra Election 2024
41     130      Odisha Assembly Election 2024
42     129      Kangana Ranaut Election Result
43     128      Bihar Election 2024
44     127      Smriti Irani Election Result
45     126      Karnataka Election Results
46     125      Scotland vs England
47     123      Haryana Election 2024
48     122      Election Results 2024 Kerala
49     120      Copilot
50     119      Google Gemini
51     118      Krishnah Gravidez Miss Charm
52     117      Benjamin Netanyahu
53     114      Levi Wright
54     113      Jung Il-woo
55     112      Pending
56     111      Duque
57     110      Chinese coast guard Philippines
58     109      Novak Djokovic
59     108      Envy
60     105      Kanlaon Volcano
61     104      Kuya Kim
62     103      Volodymyr Zelensky
63     102      Eid Al Adha 2024
64     101      Germany
65     99       Economic development
66     95       Friendlies
67     94       Scotland
68     93       Joao Neves
69     93       The Acolyte
70     91       Heritage Bank
71     90       Germany vs Ukraine
72     89       Today news
73     88       Tems
74     86       Super Eagles
75     85       South Africa elections
76     83       Rob Burrow
77     82       Alex Ferguson
78     80       Venom 3
79     79       Joey Essex Love Island
80     78       Amazon warehouse
81     76       Game
82     71       Glastonbury
83     70       Trent Alexander-Arnold
84     69       England cricket
85     68       YouGov
86     67       Canning Town fire
87     65       Nigel Farage
88     64       England
89     62       Child Benefit
90     60       Passau
91     59       Fußball
92     58       Kafka
93     56       Zverev
94     55       Maximilian Beier
95     54       Deutschland
96     53       DFB
97     52       Manfred Wolke
98     51       Manuel Neuer
99     50       DFB-Team
100    49       Ebersbach
101    48       Das erste
102    47       Jasna Fritzi Bauer
103    46       Gamestop
104    45       Polizei
105    45       Coco Gauff
106    44       FTI
107    43       Polizist Mannheim
108    39       Nitish Kumar
109    38       Amritpal Singh
110    36       Chandrababu Naidu
111    34       Sensex
112    32       Wah Gwan Delilah
113    30       Paula Abdul
114    27       Connor McDavid
115    24       Zachary Quinto
116    23       Larry Allen
117    18       Alex de Minaur
118    17       Listen Out 2024
119    16       P&O Cruises Australia
120    13       Ticketmaster
121    10       Berkshire Hathaway
122    9        John Todd
123    6        Ap Election Results
124    3        Suite
