Place  Score  Term
1      357      Deep Water
2      335      Hogwarts Legacy
3      327      F1
4      301      Happy Holi
5      265      Holi
6      263      Zawe Ashton
7      258      Full moon March 2022
8      231      Galatasaray vs Barcelona
9      231      Black Crab
10     230      St. Patrick's Day
11     214      West Ham vs Sevilla
12     201      Top Boy
13     197      Champions League Draw
14     186      Kentucky basketball
15     184      Arnold Schwarzenegger
16     182      March Madness
17     173      Europa Conference League
18     161      Loyola Chicago basketball
19     158      Luke Voit
20     157      Claude Giroux
21     156      Nick Castellanos
22     156      Kit Thompson
23     155      13-year-old driving truck
24     155      Saddiq Bey
25     152      Davante Adams
26     151      Gonzaga basketball
27     150      Michigan basketball
28     149      Iowa basketball
29     144      UCLA basketball
30     140      Bangladesh vs South Africa
31     139      Bachchan Pandey
32     138      Shab-e-Barat
33     136      Lalitham Sundaram
34     135      Jalsa
35     134      Battleground Mobile India
36     132      West Indies Women vs Bangladesh Women
37     130      UCL draw
38     129      Bhang
39     127      Apharan 2
40     126      Sangram Singh
41     124      Tara sutaria
42     123      World Sleep Day
43     122      Shab-e-Barat 2022
44     120      Genshin code redeem
45     119      Miss Eco International 2022
46     116      Boram
47     115      Physician Licensure Exam 2022
48     114      San Miguel vs Meralco
49     113      Dimples Romana
50     109      Kai Sotto
51     108      Ellen Adarna
52     107      Worm Moon
53     104      Estate taxes Marcos
54     103      Hoyeon Jung
55     102      Natalie Portman
56     101      Thomas Partey
57     101      West Ham
58     100      Ski
59     98       Toyin Abraham
60     97       Porto
61     96       Vladimir Putin Russia Ukraine war
62     95       Real Betis
63     94       Tony Elumelu
64     91       Champions League draw
65     90       Bianca Ojukwu
66     88       Hushpuppi
67     87       Everton vs Newcastle
68     85       Rennes vs Leicester City
69     84       EPL
70     82       Atalanta
71     81       Red Nose Day 2022
72     80       Cheltenham Gold Cup
73     77       Radio 1 Big Weekend 2022
74     76       DVLA staff
75     75       Gold Cup
76     73       Anne Hegerty
77     72       Braga
78     72       Everton
79     70       F1 schedule
80     69       Wayne Couzens
81     68       Defence Secretary Ben Wallace
82     67       P&O Ferries
83     64       Peter Bowles
84     63       Marc Guehi
85     62       Barcelona
86     61       Europa-League-Auslosung
87     60       Corona-Regeln
88     59       Corona-Regeln NRW
89     58       Brad Pitt
90     56       Russland Ukraine-Krieg
91     55       Putin Rede
92     54       St. Pauli gegen Heidenheim
93     53       Daniel Aminati
94     52       Anton Stach
95     51       Eintracht Frankfurt
96     50       Oskar Lafontaine
97     49       Champions League Auslosung
98     47       Maybrit Illner
99     45       Drachenlord
100    44       Sebastian Vettel
101    43       Bayer Leverkusen
102    42       Rheinmetall
103    39       Lynx Air
104    36       Happy Holi 2022
105    34       Red Wings vs Canucks
106    31       Hunter Biden
107    30       The Outfit
108    27       Oilers
109    26       Ontario colleges faculty strike
110    24       Ben Chiarot
111    20       Windfall
112    19       Danny Hodgson
113    18       Gran Turismo 7 server maintenance
114    17       MotoGP
115    16       WeWork
116    15       Cheaper by the Dozen
117    14       Human Resources Netflix
118    13       Nick Kyrgios
119    12       St Kilda vs Collingwood
120    11       Priscilla Presley
121    10       What did Tom Morris say
122    8        Hillsong Church
123    2        ApeCoin
